Pais,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2021,2011-21,2021
India,-,-,-,-,0.7,1.3,1.0,0.9,2.0,1.8,2.1,2.7,1.9,2.3,2.3,2.4,2.5,2.2,3.1,4.0,4.5,5.0,5.3,6.1,4.0,6.4,5.4,6.4,6.2,4.9,7.6,8.4,10.1,11.4,12.7,15.8,18.9,19.4,18.1,21.3,17.7,17.6,17.8,15.2,16.8,23.1,32.2,33.1,33.3,34.7,38.3,37.9,37.4,39.1,45.2,44.6,43.9,-1.3%,3.1%,1.6%
Indonesia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Japan,^,0.6,0.6,1.0,1.1,4.6,8.0,9.5,9.7,19.7,25.1,34.1,31.7,59.3,70.4,82.6,87.8,102.4,114.3,134.3,159.6,165.4,188.6,173.9,185.8,194.6,208.7,217.0,247.7,258.2,286.9,296.5,321.2,326.0,317.2,319.1,320.5,314.3,230.1,285.9,293.0,304.3,279.0,251.7,274.7,292.4,162.9,18.0,14.6,-,4.5,17.7,29.1,49.1,65.6,43.0,61.2,42.8%,-9.3%,2.2%
Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
New Zealand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Pakistan,-,-,-,-,-,-,^,0.2,0.4,0.5,0.6,0.5,0.3,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.3,0.2,0.1,0.4,0.4,0.6,0.4,0.6,0.5,0.3,0.5,0.4,0.1,0.9,2.1,1.9,1.9,2.4,2.5,2.5,2.3,1.7,2.5,2.5,3.9,2.7,4.3,4.7,4.3,5.3,8.1,9.2,9.2,9.5,15.9,66.5%,14.9%,0.6%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
South Korea,-,-,-,-,-,-,-,-,-,-,-,-,0.1,2.3,3.2,3.5,2.9,3.8,9.0,11.8,16.7,28.3,39.3,40.1,47.4,52.9,56.3,56.5,58.1,58.7,67.0,73.9,77.1,89.7,103.1,109.0,112.1,119.1,129.7,130.7,146.8,148.7,142.9,151.0,147.8,148.6,154.7,150.3,138.8,156.4,164.8,162.0,148.4,133.5,145.9,160.2,158.0,-1.1%,0.2%,5.6%
Sri Lanka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Taiwan,-,-,-,-,-,-,-,-,-,-,-,-,0.1,2.7,6.3,8.2,10.7,13.1,18.9,24.6,28.7,26.9,33.1,30.7,28.3,32.9,35.3,33.8,34.4,34.9,35.3,37.8,36.3,36.9,38.0,38.5,35.5,39.6,38.9,39.5,40.0,39.9,40.5,40.8,41.6,41.6,42.1,40.4,41.6,42.4,36.5,31.7,22.4,27.7,32.3,31.4,27.8,-11.4%,-4.1%,1.0%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Other Asia Pacific,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
